raceId,circuitId,count,mean,std,min,25%,50%,75%,max
27,10,1263.0,82439.6207442597,12771.233010482274,75987.0,77655.5,78318.0,79532.0,151139.0
64,10,1089.0,79954.0945821855,8068.627210943074,76357.0,78004.0,78700.0,79649.0,297225.0
82,10,1275.0,79924.06901960785,22206.49536432346,74873.0,77124.0,77785.0,79216.5,846799.0
101,10,1202.0,77843.47088186356,5338.549365554311,73780.0,75563.25,76274.0,77652.25,149688.0
119,10,879.0,82703.95108077361,17604.958409108567,74917.0,77254.0,78454.0,80341.0,423979.0
135,10,1011.0,80844.47774480713,9222.704497905825,76462.0,78457.5,79484.0,80594.5,315810.0
152,10,656.0,106369.78658536586,5504.68467777337,101808.0,104207.25,105132.0,106075.0,152927.0
168,10,784.0,114235.45790816327,14779.889199921468,104300.0,107484.75,108256.5,117828.75,195109.0
184,10,643.0,110625.74027993779,4635.463597046494,105270.0,108598.0,109445.0,110758.0,152486.0
201,10,840.0,109460.43214285714,6731.060738666585,106116.0,107328.5,108147.0,109673.75,267303.0
216,10,655.0,109984.96030534351,6518.903682496276,105747.0,107557.0,108369.0,110272.5,196256.0
234,10,686.0,111430.56268221575,8117.661834336852,106504.0,108777.5,110014.0,111750.75,258683.0
347,10,1382.0,80806.17366136034,9125.136350099556,75824.0,78232.0,79655.5,81233.0,357935.0
869,10,1580.0,83038.70379746835,4261.547035350084,78725.0,80722.75,82288.0,83644.0,126708.0
909,10,1310.0,85535.87099236641,7127.409485030416,79908.0,82862.75,83665.5,84970.5,135368.0
959,10,1416.0,82800.56073446327,3678.9204009396644,78442.0,80933.5,81967.5,83068.5,113379.0
999,10,1250.0,83211.08,10275.362439359897,75545.0,78769.0,80044.0,81257.75,145657.0
1020,10,1054.0,98449.84155597723,15965.895115586793,76645.0,90338.25,93392.0,107765.0,175154.0
