raceId,circuitId,count,mean,std,min,25%,50%,75%,max
25,8,1340.0,79683.93134328358,4057.791938817597,76630.0,78287.0,78813.0,79475.25,110413.0
43,8,1265.0,79237.36205533597,4618.13933709781,76099.0,77617.0,78198.0,79045.0,139632.0
63,8,1289.0,80710.2971295578,8944.051514191364,77111.0,78728.0,79476.0,80450.0,360120.0
80,8,1176.0,80945.98979591837,13500.804754764762,76423.0,78376.25,79148.0,80697.25,510293.0
99,8,1290.0,78914.17906976744,4156.835530278226,75377.0,76974.5,77637.5,79037.75,106677.0
117,8,1252.0,79642.01757188498,4598.828127031619,75512.0,77628.0,78505.5,79894.0,119026.0
134,8,1060.0,78463.07358490567,4895.580706656998,75045.0,76622.25,77556.5,78315.25,171094.0
150,8,1326.0,79643.7156862745,4647.587492315485,76088.0,77950.75,78820.5,79750.5,172275.0
166,8,1297.0,83375.03777949113,4250.651654756474,79479.0,81768.0,82603.0,83438.0,138601.0
181,8,1078.0,98496.07235621521,21011.89435029333,79227.0,82840.25,93903.0,98409.25,253789.0
198,8,1371.0,82264.04522246536,6117.988745965757,77523.0,80096.5,81154.0,82536.5,213452.0
214,8,1187.0,83838.60741364786,7385.249397751839,77910.0,80187.5,81206.0,82977.5,148104.0
232,8,1087.0,82347.86292548299,3873.385395762089,78610.0,80390.0,81505.0,82770.5,107366.0
