raceId,circuitId,count,mean,std,min,25%,50%,75%,max
113,70,1076.0,74695.39869888476,10367.230408558842,68337.0,70643.5,71628.5,72738.5,156889.0
129,70,1060.0,80723.66886792453,17477.137479372104,69298.0,71835.75,73243.0,75416.25,137557.0
146,70,1029.0,76860.57628765792,16056.538030065967,70843.0,72662.0,73783.0,75498.0,446036.0
167,70,1082.0,76906.97966728281,16546.09784068491,71783.0,73885.25,74575.0,75663.25,564047.0
183,70,1286.0,76098.6197511664,9347.684127312725,72107.0,74235.0,74948.5,75997.5,377189.0
200,70,997.0,78521.02708124374,10123.350057258516,72878.0,74891.0,75970.0,76908.0,199888.0
220,70,1275.0,74986.25333333333,4076.672286733023,71814.0,73352.0,74126.0,74947.0,103245.0
907,70,1453.0,75599.87749483826,4304.587955071145,72142.0,73854.0,74779.0,75893.0,158714.0
933,70,1062.0,78207.28342749529,13698.689725714747,71235.0,72657.5,73516.0,74773.25,142352.0
956,70,1416.0,74946.18290960453,10501.1668311328,68411.0,70772.75,71726.0,72958.0,138173.0
977,70,1197.0,70445.01169590643,3156.3616657072166,67411.0,69098.0,69872.0,70856.0,102663.0
997,70,1239.0,70745.09523809524,4460.987953085984,66957.0,69133.0,69709.0,70578.0,113141.0
1018,70,1401.0,70587.27123483227,2782.1792215212936,67475.0,69341.0,70047.0,70907.0,95141.0
1031,70,1140.0,76532.74649122807,13794.205459463381,67475.0,69589.0,70567.5,72035.0,138665.0
1032,70,1226.0,71366.455954323,8447.074788357162,65619.0,68539.25,69334.0,70325.25,135603.0
1058,70,1296.0,71218.45216049382,3680.45360946919,67058.0,69852.75,70551.0,71578.0,123661.0
1060,70,1336.0,72039.09131736527,7949.566020748973,66200.0,69234.0,69995.5,71098.0,120589.0
1084,70,1323.0,72462.10355253212,4888.207875757869,67275.0,70468.0,71332.0,72107.0,113302.0
