raceId,circuitId,count,mean,std,min,25%,50%,75%,max
3,17,1023.0,128685.07917888563,20246.941049637633,112592.0,116550.0,118722.0,128566.0,238709.0
34,17,1013.0,99831.40967423495,5455.3562828572685,96325.0,97836.0,98590.0,99469.0,159612.0
51,17,1066.0,107368.81519699813,8252.43845542949,97454.0,101283.5,106180.5,109958.25,191891.0
68,17,1125.0,107412.17422222222,7594.176580031198,97586.0,103062.0,106246.0,109073.0,170744.0
89,17,996.0,108572.36847389558,24962.464518511784,93242.0,95530.25,97104.0,100916.0,195180.0
105,17,1008.0,97479.70734126984,5862.386433001225,92238.0,94786.75,95744.0,97600.25,150427.0
340,17,985.0,118109.44670050761,39401.01940286844,102061.0,109337.0,112433.0,117932.0,1026445.0
843,17,1284.0,105659.2507788162,4713.76343607666,98993.0,102969.5,104369.5,106625.75,137278.0
862,17,1291.0,104809.6096049574,6398.845294890219,99960.0,102383.5,103462.0,105045.5,255723.0
882,17,1049.0,104690.33746425167,4594.977035275748,96808.0,102091.0,103797.0,105184.0,137875.0
903,17,1140.0,105910.76403508772,4914.467255839047,100402.0,103632.0,104755.0,106263.5,177920.0
928,17,1012.0,107993.15316205533,7958.283224699286,102208.0,104296.75,105459.5,107487.25,160586.0
950,17,1223.0,107720.79067865903,11237.103291768033,99824.0,102666.0,103627.0,105586.5,170226.0
970,17,903.0,107367.67552602437,19170.568596369943,95378.0,98208.0,99738.0,102473.0,183210.0
991,17,1115.0,103177.9802690583,11557.627361824694,95785.0,98595.5,99682.0,101317.0,162901.0
1012,17,1046.0,100897.12045889102,5412.732919533629,94742.0,98594.75,99805.0,101003.0,146586.0
