raceId,circuitId,count,mean,std,min,25%,50%,75%,max,year
996,34,915.0,103984.57267759563,15757.5188674384,94225.0,96916.0,98623.0,100103.0,219223.0,2018
1017,34,1036.0,97771.85907335907,4155.86059027742,92740.0,95721.5,96846.5,98315.25,124465.0,2019
1059,34,1051.0,100615.9590865842,3679.302963391264,96404.0,98995.0,99999.0,101084.5,123242.0,2021
1085,34,953.0,102989.11437565583,10328.507580114985,95781.0,99218.0,99900.0,100786.0,164819.0,2022
