raceId,circuitId,count,mean,std,min,25%,50%,75%,max,year
33,16,1053.0,81808.43399810066,5145.562996413489,78426.0,80019.0,80535.0,81563.0,129693.0,2008
50,16,1307.0,111066.22188217292,31924.094618142215,88193.0,92597.0,96468.0,131867.5,976243.0,2007
